Australian Bureau of Statistics,,,,,
,,,,,
"2021 Census - counting persons, place of usual residence",,,,,
"INGP Indigenous Status, LFSP Labour Force Status and SA3 (UR) by AGE5P Age in Five Year Groups",,,,,
Counting: Person Records,,,,,
,,,,,
Filters:,,,,,
Default Summation,Person Records,,,,
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21302,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21303,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21304,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21305,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21401,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21402,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21501,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21502,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21503,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21601,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21602,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21603,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21704,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",29797,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",29999,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20101,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20201,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20301,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20302,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20303,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20401,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20402,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20403,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20501,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20502,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20503,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20504,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20505,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20601,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20602,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20603,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20604,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20605,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20606,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20607,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20702,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20801,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20802,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20803,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20804,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20901,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20902,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20903,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",20904,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21001,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21002,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21003,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21004,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21005,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21101,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21104,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21105,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21201,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21203,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21204,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21205,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21301,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21302,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21303,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21304,10
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21305,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21401,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21402,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21501,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21502,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21503,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21601,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21602,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21603,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21703,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",21704,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",29797,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked part-time",29999,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20101,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20201,12
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20202,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20301,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20302,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20303,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20401,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20402,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20403,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20501,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20502,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20503,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20504,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20505,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20601,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20602,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20603,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20604,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20605,9
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20606,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20607,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20702,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20801,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20802,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20803,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20804,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20901,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20902,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20903,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",20904,15
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21001,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21002,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21003,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21004,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21005,12
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21101,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21103,10
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21104,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21105,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21201,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21203,10
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21204,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21205,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21301,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21302,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21303,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21304,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21305,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21401,13
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21402,14
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21501,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21502,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21503,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21601,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21602,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21603,14
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",21704,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",29797,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, worked full-time",29999,0
,,,,,
"Dataset: Census of Population and Housing, 2021, TableBuilder",,,,,
,,,,,
INFO,Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells.,,,,
,,,,,
,,,,,
"Copyright Commonwealth of Australia, 2021, see abs.gov.au/copyright",,,,,
"ABS data licensed under Creative Commons, see abs.gov.au/ccby",,,,,
